gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2023-04-06 16:32:35 +07,2023-04-06 16:32:35 +07,32,0.815,164.399994,38,43,1004,25459,0,0.42,0,0,0,1,3.8,7.4,1.289,166,2.736,157
2023-04-06 16:42:35 +07,2023-04-06 16:42:35 +07,32,1.014,199.199997,38,43,1004,20076,0,0.32,0,0,0,1,3.8,7.4,1.559,228,2.356,149
2023-04-06 16:52:35 +07,2023-04-06 16:52:35 +07,32,0.883,213.199997,38,44,1004,12435,0,0.25,0,0,0,1,3.9,7.4,2.063,162,2.736,154
2023-04-06 17:02:35 +07,2023-04-06 17:02:35 +07,32,0.972,205.100006,37,45,1004,11199,0,0.22,0,0,0,1,3.9,7.4,1.599,227,2.588,225
2023-04-06 17:12:35 +07,2023-04-06 17:12:35 +07,32,0.897,213.399994,37,45,1004,8254,0,0.18,0,0,0,1,3.9,7.4,1.211,212,2.129,229
2023-04-06 17:22:35 +07,2023-04-06 17:22:35 +07,32,0.624,183.300003,37,48,1004,7453,0,0.16,0,0,0,1,3.9,7.4,1.155,175,2.364,162
2023-04-06 17:32:35 +07,2023-04-06 17:32:35 +07,32,0.977,234.600006,37,49,1004,6780,0,0.14,0,0,0,1,3.9,7.4,1.722,221,2.616,216
2023-04-06 17:42:35 +07,2023-04-06 17:42:35 +07,32,1.02,215.199997,36,50,1004,5873,0,0.13,0,0,0,1,3.9,7.5,1.885,211,3.368,187
2023-04-06 17:52:35 +07,2023-04-06 17:52:35 +07,32,1.471,209.600006,36,51,1004,5356,0,0.11,0,0,0,1,3.9,7.4,2.274,211,3.101,180
2023-04-06 18:02:35 +07,2023-04-06 18:02:35 +07,32,1.145,219.300003,36,51,1004,5075,0,0.08,0,0,0,1,3.9,7.5,1.93,220,2.371,218
2023-04-06 18:12:35 +07,2023-04-06 18:12:35 +07,32,0.978,218.100006,36,51,1004,4637,0,0.06,0,0,0,1,3.9,7.4,1.732,210,2.711,234
2023-04-06 18:22:35 +07,2023-04-06 18:22:35 +07,32,0.562,218.699997,35,52,1004,2717,0,0.04,0,0,0,1,3.9,7.5,1.561,208,2.392,217
2023-04-06 18:32:35 +07,2023-04-06 18:32:35 +07,32,0.492,209.5,35,52,1004,1045,0,0.02,0,0,0,1,3.9,7.5,0.875,176,1.875,152
2023-04-06 18:42:35 +07,2023-04-06 18:42:35 +07,32,0.311,221.300003,35,53,1004,296,0,0.02,0,0,0,1,3.9,7.5,0.789,211,1.443,218
2023-04-06 18:52:35 +07,2023-04-06 18:52:35 +07,32,0.351,218.600006,35,54,1005,22,0,0.02,0,0,0,1,3.9,7.5,0.698,214,1.568,263
2023-04-06 19:02:35 +07,2023-04-06 19:02:35 +07,32,0.458,213,34,54,1005,0,0,0.02,0,0,0,1,3.9,7.5,1.031,201,2.091,202
2023-04-06 19:12:35 +07,2023-04-06 19:12:35 +07,32,0.434,208.100006,34,55,1005,0,0,0.02,0,0,0,1,3.9,7.5,0.956,193,2.014,151
2023-04-06 19:22:35 +07,2023-04-06 19:22:35 +07,32,0.378,191.699997,34,54,1005,0,0,0.02,0,0,0,1,3.9,7.5,1.194,168,1.994,156
2023-04-06 19:32:35 +07,2023-04-06 19:32:35 +07,32,0.381,195.300003,34,53,1005,0,0,0.02,0,0,0,1,3.9,7.5,0.965,197,1.868,161
2023-04-06 19:42:35 +07,2023-04-06 19:42:35 +07,32,0.299,0,34,52,1005,0,0,0.02,0,0,0,1,3.9,7.5,0.854,158,1.515,169
2023-04-06 19:52:35 +07,2023-04-06 19:52:35 +07,32,0.625,200.300003,34,52,1005,0,0,0.02,0,0,0,1,3.9,7.5,1.559,203,2.258,197
2023-04-06 20:02:35 +07,2023-04-06 20:02:35 +07,32,0.795,204.399994,34,52,1005,0,0,0.02,0,0,0,1,3.9,7.5,1.327,192,2.86,166
2023-04-06 20:12:35 +07,2023-04-06 20:12:35 +07,32,0.839,204.199997,34,53,1005,0,0,0.02,0,0,0,1,3.9,7.5,1.245,206,2.423,202
2023-04-06 20:22:35 +07,2023-04-06 20:22:35 +07,32,0.827,212.199997,33,55,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.513,193,3.032,193
2023-04-06 20:32:35 +07,2023-04-06 20:32:35 +07,32,0.588,209.800003,33,57,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.782,179,2.902,171
2023-04-06 20:42:35 +07,2023-04-06 20:42:35 +07,32,0.769,196.600006,33,59,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.517,197,2.662,164
2023-04-06 20:52:35 +07,2023-04-06 20:52:35 +07,32,0.645,176,33,60,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.094,156,2.7,165
2023-04-06 21:02:35 +07,2023-04-06 21:02:35 +07,32,0.569,163.300003,33,61,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.594,139,2.401,157
2023-04-06 21:12:35 +07,2023-04-06 21:12:35 +07,32,0.766,178.800003,32,62,1006,0,0,0.02,0,0,0,1,3.9,7.5,1.192,173,2.493,185
2023-04-06 21:22:35 +07,2023-04-06 21:22:35 +07,32,1.056,164.800003,32,63,1006,0,0,0.02,0,0,0,1,3.9,7.5,2.007,169,2.951,153
2023-04-06 21:32:35 +07,2023-04-06 21:32:35 +07,32,0.825,155.600006,32,64,1006,0,0,0.01,0,0,0,1,3.9,7.5,1.663,181,3.087,149
2023-04-06 21:42:35 +07,2023-04-06 21:42:35 +07,32,0.855,162.399994,32,65,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.485,172,2.929,179
2023-04-06 21:52:35 +07,2023-04-06 21:52:35 +07,32,0.795,170.699997,32,66,1007,0,0,0.01,0,0,0,1,3.9,7.5,1.329,157,2.943,151
2023-04-06 22:02:35 +07,2023-04-06 22:02:35 +07,32,0.751,190.5,32,66,1007,0,0,0.02,0,0,0,1,3.9,7.5,1.37,163,2.7,151
2023-04-06 22:12:35 +07,2023-04-06 22:12:35 +07,32,0.516,171,31,66,1007,0,0,0.01,0,0,0,1,3.9,7.5,0.978,205,1.989,195
2023-04-06 22:22:35 +07,2023-04-06 22:22:35 +07,32,0.859,161.300003,31,66,1007,0,0,0.02,0,0,0,1,3.9,7.5,1.473,181,3.081,164
2023-04-06 22:32:35 +07,2023-04-06 22:32:35 +07,32,0.585,159,31,67,1007,0,0,0.02,0,0,0,1,3.9,7.5,1.266,201,2.184,233
2023-04-06 22:42:35 +07,2023-04-06 22:42:35 +07,32,0.893,161.699997,31,67,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.749,175,3.142,167
2023-04-06 22:52:35 +07,2023-04-06 22:52:35 +07,32,0.751,133.699997,31,67,1007,0,0,0.02,0,0,0,1,3.9,7.5,1.403,175,2.88,162
2023-04-06 23:02:35 +07,2023-04-06 23:02:35 +07,32,0.799,141,31,67,1007,0,0,0.02,0,0,0,1,3.9,7.5,1.393,184,3.033,195
2023-04-06 23:12:35 +07,2023-04-06 23:12:35 +07,32,0.579,123.400002,31,67,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.024,122,2.05,202
2023-04-06 23:22:35 +07,2023-04-06 23:22:35 +07,32,0.599,128.5,31,67,1007,0,0,0.01,0,0,0,1,3.8,7.6,1.056,162,1.974,135
2023-04-06 23:32:35 +07,2023-04-06 23:32:35 +07,32,0.652,148.300003,31,67,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.207,167,2.082,164
2023-04-06 23:42:35 +07,2023-04-06 23:42:35 +07,32,0.692,126.199997,31,68,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.307,152,2.286,172
2023-04-06 23:52:35 +07,2023-04-06 23:52:35 +07,32,0.743,134.600006,31,69,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.153,154,2.342,141
2023-04-07 00:02:35 +07,2023-04-07 00:02:35 +07,32,1.005,156.100006,30,70,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.61,156,2.506,152
2023-04-07 00:12:35 +07,2023-04-07 00:12:35 +07,32,0.839,174.399994,30,71,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.422,205,2.667,207
2023-04-07 00:22:35 +07,2023-04-07 00:22:35 +07,32,0.57,111.400002,30,72,1007,0,0,0.01,0,0,0,1,3.9,7.6,0.87,117,2.047,142
2023-04-07 00:32:35 +07,2023-04-07 00:32:35 +07,32,0.694,118.5,30,73,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.099,162,2.718,159
2023-04-07 00:42:35 +07,2023-04-07 00:42:35 +07,32,0.808,130.5,30,74,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.439,155,2.699,154
2023-04-07 00:52:35 +07,2023-04-07 00:52:35 +07,32,0.722,142.600006,30,75,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.028,180,2.264,179
2023-04-07 01:02:35 +07,2023-04-07 01:02:35 +07,32,0.715,119.599998,30,76,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.031,155,2.39,155
2023-04-07 01:12:35 +07,2023-04-07 01:12:35 +07,32,0.9,128.699997,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.384,145,2.728,165
2023-04-07 01:22:35 +07,2023-04-07 01:22:35 +07,32,0.879,125.599998,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.519,165,2.82,161
2023-04-07 01:32:35 +07,2023-04-07 01:32:35 +07,32,0.941,114.699997,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.641,152,2.839,162
2023-04-07 01:42:35 +07,2023-04-07 01:42:35 +07,32,0.965,138,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.498,165,2.788,159
2023-04-07 01:52:35 +07,2023-04-07 01:52:35 +07,32,0.746,112,30,77,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.982,163,1.865,137
2023-04-07 02:02:35 +07,2023-04-07 02:02:35 +07,32,0.752,107.699997,30,78,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.89,116,2.13,159
2023-04-07 02:12:35 +07,2023-04-07 02:12:35 +07,32,0.8,108.599998,30,78,1006,0,0,0.01,0,0,0,1,3.8,7.6,1.259,130,2.339,139
2023-04-07 02:22:35 +07,2023-04-07 02:22:35 +07,32,0.788,97.900002,29,79,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.117,127,1.85,148
2023-04-07 02:32:35 +07,2023-04-07 02:32:35 +07,32,0.727,94.300003,29,79,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.009,115,1.552,156
2023-04-07 02:42:35 +07,2023-04-07 02:42:35 +07,32,0.855,100.199997,29,79,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.108,125,1.854,140
2023-04-07 02:52:35 +07,2023-04-07 02:52:35 +07,32,0.85,95.300003,29,79,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.613,137,2.301,110
2023-04-07 03:02:35 +07,2023-04-07 03:02:35 +07,32,0.914,108.5,29,79,1005,0,0,0.02,0,0,0,1,3.9,7.6,1.507,143,2.353,158
2023-04-07 03:12:35 +07,2023-04-07 03:12:35 +07,32,0.659,97.300003,29,78,1005,0,0,0.02,0,0,0,1,3.9,7.6,0.838,125,1.576,205
2023-04-07 03:22:35 +07,2023-04-07 03:22:35 +07,32,0.642,104.800003,29,79,1005,0,0,0.01,0,0,0,1,3.9,7.6,0.834,131,1.741,173
2023-04-07 03:32:35 +07,2023-04-07 03:32:35 +07,32,0.849,108,29,78,1005,0,0,0.01,0,0,0,1,3.9,7.6,1.448,142,2.452,163
2023-04-07 03:42:35 +07,2023-04-07 03:42:35 +07,32,0.892,103.699997,29,78,1005,0,0,0.02,0,0,0,1,3.9,7.6,1.227,139,2.694,225
2023-04-07 03:52:35 +07,2023-04-07 03:52:35 +07,32,0.971,98.800003,29,78,1005,0,0,0.02,0,0,0,1,3.9,7.6,1.3,129,2.299,159
2023-04-07 04:02:35 +07,2023-04-07 04:02:35 +07,32,0.901,74.900002,29,80,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.374,69,1.908,67
2023-04-07 04:12:35 +07,2023-04-07 04:12:35 +07,32,0.927,79.400002,29,81,1006,0,0,0.01,0,0,0,1,3.8,7.6,1.248,75,1.485,53
2023-04-07 04:22:35 +07,2023-04-07 04:22:35 +07,32,0.938,78.400002,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.1,92,1.757,101
2023-04-07 04:32:35 +07,2023-04-07 04:32:35 +07,32,0.905,68.800003,29,81,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.453,73,1.939,87
2023-04-07 04:42:35 +07,2023-04-07 04:42:35 +07,32,0.837,60.900002,29,82,1006,0,0,0.01,0,0,0,1,3.9,7.6,1.594,65,2.148,60
2023-04-07 04:52:35 +07,2023-04-07 04:52:35 +07,32,0.402,49.200001,29,82,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.661,103,1.173,60
2023-04-07 05:02:35 +07,2023-04-07 05:02:35 +07,32,0.364,59.599998,29,83,1006,0,0,0.01,0,0,0,1,3.9,7.6,0.809,188,2.201,192
2023-04-07 05:12:35 +07,2023-04-07 05:12:35 +07,32,0.518,37.900002,29,83,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.094,201,1.808,46
2023-04-07 05:22:35 +07,2023-04-07 05:22:35 +07,32,0.638,47.200001,29,83,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.171,45,1.777,61
2023-04-07 05:32:35 +07,2023-04-07 05:32:35 +07,32,0.641,58.200001,29,83,1007,0,0,0.02,0,0,0,1,3.9,7.6,1.186,58,2.044,40
2023-04-07 05:42:35 +07,2023-04-07 05:42:35 +07,32,1.079,69,28,83,1007,0,0,0.01,0,0,0,1,3.9,7.6,1.828,82,2.641,41
2023-04-07 05:52:35 +07,2023-04-07 05:52:35 +07,32,1.129,73.099998,28,84,1007,0,0,0.01,0,0,0,1,3.9,7.6,2.311,86,3.164,118
2023-04-07 06:02:35 +07,2023-04-07 06:02:35 +07,32,1.503,74.699997,28,85,1007,11,0,0.01,0,0,0,1,3.9,7.6,2.091,75,2.906,118
2023-04-07 06:12:35 +07,2023-04-07 06:12:35 +07,32,1.6,74.699997,28,85,1007,176,0,0.02,0,0,0,1,3.9,7.6,2.208,85,3.356,84
2023-04-07 06:22:35 +07,2023-04-07 06:22:35 +07,32,1.595,72.300003,28,85,1008,596,0,0.03,0,0,0,1,3.9,7.6,2.365,71,3.224,76
2023-04-07 06:32:35 +07,2023-04-07 06:32:35 +07,32,1.831,71.5,28,85,1008,1370,0,0.05,0,0,0,1,3.9,7.6,2.477,72,3.23,63
2023-04-07 06:42:35 +07,2023-04-07 06:42:35 +07,32,1.811,67.199997,28,85,1008,2357,0,0.07,0,0,0,1,3.9,7.6,2.513,66,3.173,69
2023-04-07 06:52:35 +07,2023-04-07 06:52:35 +07,32,1.385,65.599998,28,85,1008,3627,0,0.09,0,0,0,1,3.9,7.6,1.845,76,2.856,59
2023-04-07 07:02:35 +07,2023-04-07 07:02:35 +07,32,1.453,63.200001,28,84,1008,5076,0,0.12,0,0,0,1,3.9,7.6,2.178,65,2.96,50
2023-04-07 07:12:35 +07,2023-04-07 07:12:35 +07,32,1.499,62.200001,28,84,1008,6503,0,0.15,0,0,0,1,3.9,7.6,2.012,64,2.946,57
2023-04-07 07:22:35 +07,2023-04-07 07:22:35 +07,32,1.053,64.599998,28,83,1008,8615,0,0.18,0,0,0,1,3.9,7.6,1.674,76,2.787,59
2023-04-07 07:32:35 +07,2023-04-07 07:32:35 +07,32,1.498,63.900002,28,82,1009,11612,0,0.23,0,0,0,1,3.9,7.6,2.313,62,3.103,65
2023-04-07 07:42:35 +07,2023-04-07 07:42:35 +07,32,1.309,67.5,29,81,1009,14920,0,0.28,0,0,0,1,3.9,7.6,2.095,66,2.799,92
2023-04-07 07:52:35 +07,2023-04-07 07:52:35 +07,32,1.537,72.699997,29,80,1009,17414,0,0.34,0,0,0,1,3.9,7.6,2.36,77,3.014,96
2023-04-07 08:02:35 +07,2023-04-07 08:02:35 +07,32,1.489,72,29,80,1010,17908,0,0.34,0,0,0,1,3.9,7.6,2.393,61,3.144,67
2023-04-07 08:12:35 +07,2023-04-07 08:12:35 +07,32,2.099,72.300003,29,80,1010,19395,0,0.36,0,0,0,1,3.9,7.6,2.662,72,3.854,54
2023-04-07 08:22:35 +07,2023-04-07 08:22:35 +07,32,1.823,72.400002,29,80,1010,20740,0,0.4,0,0,0,1,3.9,7.6,2.201,68,3.042,96
2023-04-07 08:32:35 +07,2023-04-07 08:32:35 +07,32,1.508,76.599998,30,80,1010,21105,0,0.42,0,0,0,1,3.9,7.6,2.394,79,3.52,69
2023-04-07 08:42:35 +07,2023-04-07 08:42:35 +07,32,1.094,82.800003,30,78,1010,21874,0,0.44,0,0,0,1,3.9,7.5,1.977,100,2.742,115
2023-04-07 08:52:35 +07,2023-04-07 08:52:35 +07,32,1.08,82.5,30,77,1010,22993,0,0.46,0,0,0,1,3.9,7.5,1.503,111,2.356,150
2023-04-07 09:02:35 +07,2023-04-07 09:02:35 +07,32,1.022,72.300003,31,76,1011,25122,0,0.49,0,0,0,1,3.9,7.6,1.396,79,2.571,85
2023-04-07 09:12:35 +07,2023-04-07 09:12:35 +07,32,1.049,76.199997,31,76,1011,28246,0,0.54,0,0,0,1,3.9,7.5,1.939,81,2.869,128
2023-04-07 09:22:35 +07,2023-04-07 09:22:35 +07,32,0.841,79.199997,31,75,1011,29240,0,0.55,0,0,0,1,3.9,7.5,1.434,80,2.797,57
2023-04-07 09:32:35 +07,2023-04-07 09:32:35 +07,32,0.948,68.5,32,73,1011,28669,0,0.54,0,0,0,1,3.9,7.5,1.884,63,2.893,60
2023-04-07 09:42:35 +07,2023-04-07 09:42:35 +07,32,0.937,78.800003,31,74,1011,28687,0,0.54,0,0,0,1,3.9,7.5,1.785,81,2.599,111
2023-04-07 09:52:35 +07,2023-04-07 09:52:35 +07,32,1.133,83.199997,31,74,1011,30134,0,0.57,0,0,0,1,3.9,7.5,2.187,77,2.932,74
2023-04-07 10:02:35 +07,2023-04-07 10:02:35 +07,32,1.239,84.099998,31,74,1011,31049,0,0.59,0,0,0,1,3.9,7.5,1.905,101,2.527,59
2023-04-07 10:12:35 +07,2023-04-07 10:12:35 +07,32,2.028,71.099998,31,75,1011,30758,0,0.58,0,0,0,1,3.9,7.5,2.714,81,3.833,71
2023-04-07 10:22:35 +07,2023-04-07 10:22:35 +07,32,2.166,76.599998,31,76,1011,29631,0,0.56,0,0,0,1,3.9,7.5,3.192,77,4.187,79
2023-04-07 10:32:35 +07,2023-04-07 10:32:35 +07,32,2.409,73.5,31,77,1011,28175,0,0.53,0,0,0,1,3.9,7.5,2.859,68,4.371,47
2023-04-07 10:42:35 +07,2023-04-07 10:42:35 +07,32,2.583,77.400002,30,78,1011,27971,0,0.53,0,0,0,1,3.9,7.5,3.542,85,5.349,69
2023-04-07 10:52:35 +07,2023-04-07 10:52:35 +07,32,2.653,75.400002,30,78,1011,28120,0,0.53,0,0,0,1,3.9,7.5,3.545,75,5.199,35
2023-04-07 11:02:35 +07,2023-04-07 11:02:35 +07,32,1.832,81.099998,30,77,1011,26920,0,0.51,0,0,0,1,3.9,7.6,3.301,75,3.657,78
2023-04-07 11:12:35 +07,2023-04-07 11:12:35 +07,32,1.193,85.300003,31,76,1011,27173,0,0.52,0,0,0,1,3.9,7.5,1.676,123,2.869,32
2023-04-07 11:22:35 +07,2023-04-07 11:22:35 +07,32,1.126,60.599998,31,75,1011,26957,0,0.52,0,0,0,1,3.9,7.5,2.089,73,3.005,61
2023-04-07 11:32:35 +07,2023-04-07 11:32:35 +07,32,1.368,75.699997,31,75,1011,26257,0,0.51,0,0,0,1,3.9,7.5,2.42,98,4.918,128
2023-04-07 11:42:35 +07,2023-04-07 11:42:35 +07,32,1.261,86.5,31,75,1011,27991,0,0.55,0,0,0,1,3.9,7.6,2.704,175,5.4,185
2023-04-07 11:52:35 +07,2023-04-07 11:52:35 +07,32,1.231,82.900002,31,75,1011,28895,0,0.56,0,0,0,1,3.9,7.5,2.323,68,3.315,94
2023-04-07 12:02:35 +07,2023-04-07 12:02:35 +07,32,1.075,83,31,76,1011,27081,0,0.53,0,0,0,1,3.9,7.5,1.732,68,2.55,36
2023-04-07 12:12:35 +07,2023-04-07 12:12:35 +07,32,1.575,143.100006,30,76,1010,24887,0,0.49,0,0,0,1,3.9,7.5,3.06,170,4.729,141
2023-04-07 12:22:35 +07,2023-04-07 12:22:35 +07,32,1.224,111.400002,30,76,1010,23091,0,0.46,0,0,0,1,3.9,7.5,2.127,152,3.354,173
2023-04-07 12:32:35 +07,2023-04-07 12:32:35 +07,32,1.682,151.800003,30,75,1010,25659,0,0.51,0,0,0,1,3.9,7.5,2.714,161,4.492,185
2023-04-07 12:42:35 +07,2023-04-07 12:42:35 +07,32,1.732,148,30,74,1010,30297,0,0.6,0,0,0,1,3.9,7.5,3.158,151,4.61,172
2023-04-07 12:52:35 +07,2023-04-07 12:52:35 +07,32,1.62,143,31,74,1010,33722,0,0.66,0,0,0,1,3.9,7.5,2.56,174,4.042,221
2023-04-07 13:02:35 +07,2023-04-07 13:02:35 +07,32,1.557,146.699997,31,73,1009,37047,0,0.71,0,0,0,1,3.9,7.5,2.693,154,3.901,183
2023-04-07 13:12:35 +07,2023-04-07 13:12:35 +07,32,1.204,128.5,31,71,1009,40577,0,0.77,0,0,0,1,3.9,7.5,2.206,156,3.86,188
2023-04-07 13:22:35 +07,2023-04-07 13:22:35 +07,32,1.438,170,31,71,1009,46845,0,0.88,0,0,0,1,3.9,7.5,2.392,160,3.452,152
2023-04-07 13:32:35 +07,2023-04-07 13:32:35 +07,32,1.78,159.899994,31,70,1009,53138,0,0.97,0,0,0,1,3.9,7.5,2.902,168,4.715,170
2023-04-07 13:42:35 +07,2023-04-07 13:42:35 +07,33,16677.216797,6453.700195,32,69,1009,56823,0,1.02,0,0,0,1,3.9,7.5,2.989,171,4.431,165
2023-04-07 13:52:35 +07,2023-04-07 13:52:35 +07,32,1.354,181.899994,32,65,1009,61463,0,1.06,0,0,0,1,3.9,7.5,2.07,154,3.371,192
2023-04-07 14:02:35 +07,2023-04-07 14:02:35 +07,32,1.647,186.5,33,62,1009,63041,0,1.07,0,0,0,1,3.9,7.5,2.898,168,4.833,169
2023-04-07 14:12:35 +07,2023-04-07 14:12:35 +07,32,1.282,158.399994,33,59,1008,59263,0,1.07,0,0,0,1,3.9,7.5,1.868,171,3.512,163
2023-04-07 14:22:35 +07,2023-04-07 14:22:35 +07,32,1.342,162.5,33,58,1008,59202,0,1.07,0,0,0,1,3.8,7.5,2.296,182,3.758,158
2023-04-07 14:32:35 +07,2023-04-07 14:32:35 +07,32,1.58,173.300003,33,57,1008,57715,0,1.07,0,0,0,1,3.8,7.5,2.451,174,3.808,175
2023-04-07 14:42:35 +07,2023-04-07 14:42:35 +07,32,1.296,176.699997,33,56,1008,55240,0,1.07,0,0,0,1,3.8,7.5,3.076,172,4.523,170
2023-04-07 14:52:35 +07,2023-04-07 14:52:35 +07,32,0.93,231.800003,34,54,1008,58395,0,1.07,0,0,0,1,3.8,7.5,1.827,184,2.785,178
2023-04-07 15:02:35 +07,2023-04-07 15:02:35 +07,32,1.21,179.600006,34,52,1007,58238,0,1.07,0,0,0,1,3.8,7.5,1.834,169,3.064,153
2023-04-07 15:12:35 +07,2023-04-07 15:12:35 +07,32,0.82,178.600006,34,51,1007,59086,0,1.07,0,0,0,1,3.8,7.5,1.423,166,2.46,127
2023-04-07 15:22:35 +07,2023-04-07 15:22:35 +07,32,0.557,236.399994,35,50,1007,66963,0,1.07,0,0,0,1,3.8,7.4,1.107,261,1.937,255
2023-04-07 15:32:35 +07,2023-04-07 15:32:35 +07,32,0.847,216.399994,36,48,1007,62257,0,1.07,0,0,0,1,3.8,7.4,1.56,218,2.447,223
2023-04-07 15:42:35 +07,2023-04-07 15:42:35 +07,32,0.851,215.699997,36,49,1007,63500,0,1.07,0,0,0,1,3.8,7.4,1.41,270,2.287,173
2023-04-07 15:52:35 +07,2023-04-07 15:52:35 +07,32,1.107,191.5,35,50,1006,65301,0,1.07,0,0,0,1,3.7,7.4,2.281,177,3.194,156
2023-04-07 16:02:35 +07,2023-04-07 16:02:35 +07,32,1.204,168.600006,35,52,1006,66710,0,1.07,0,0,0,1,3.7,7.4,2.3,182,3.178,161
2023-04-07 16:12:35 +07,2023-04-07 16:12:35 +07,32,1.155,245.800003,35,52,1006,65005,0,1.07,0,0,0,1,3.7,7.4,2.129,186,3.063,155
2023-04-07 16:22:35 +07,2023-04-07 16:22:35 +07,32,1.191,171.600006,35,53,1006,62069,0,1.07,0,0,0,1,3.7,7.4,2.443,158,3.58,148
2023-04-07 16:32:35 +07,2023-04-07 16:32:35 +07,32,1.103,173.100006,34,56,1006,54482,0,0.72,0,0,0,1,3.7,7.5,2.264,178,3.239,215
2023-04-07 16:42:35 +07,2023-04-07 16:42:35 +07,32,0.844,172.300003,35,55,1006,50924,0,0.62,0,0,0,1,3.7,7.5,1.255,174,3.054,180
2023-04-07 16:52:35 +07,2023-04-07 16:52:35 +07,32,0.978,191.399994,35,52,1007,45304,0,0.53,0,0,0,1,3.7,7.5,1.595,168,2.295,181
2023-04-07 17:02:35 +07,2023-04-07 17:02:35 +07,32,0.974,261.399994,35,52,1007,35143,0,0.42,0,0,0,1,3.8,7.4,1.452,179,2.672,171
2023-04-07 17:12:35 +07,2023-04-07 17:12:35 +07,32,0.883,241.899994,35,51,1007,30676,0,0.36,0,0,0,1,3.8,7.5,1.346,219,2.354,249
2023-04-07 17:22:35 +07,2023-04-07 17:22:35 +07,32,0.75,231.100006,35,52,1007,24438,0,0.3,0,0,0,1,3.8,7.5,1.739,223,2.361,230
2023-04-07 17:32:35 +07,2023-04-07 17:32:35 +07,32,0.756,202.5,35,52,1007,21360,0,0.26,0,0,0,1,3.8,7.5,1.125,188,1.932,208
2023-04-07 17:42:35 +07,2023-04-07 17:42:35 +07,32,0.591,213.300003,35,53,1007,16314,0,0.21,0,0,0,1,3.8,7.5,1.06,209,2.154,198
2023-04-07 17:52:35 +07,2023-04-07 17:52:35 +07,32,0.855,193,34,55,1007,10632,0,0.16,0,0,0,1,3.9,7.5,2.06,159,2.746,149
2023-04-07 18:02:35 +07,2023-04-07 18:02:35 +07,32,0.734,193.600006,34,56,1007,6960,0,0.12,0,0,0,1,3.9,7.5,1.711,162,2.426,172
2023-04-07 18:12:35 +07,2023-04-07 18:12:35 +07,32,0.779,178.5,33,58,1007,4170,0,0.08,0,0,0,1,3.9,7.5,1.614,165,2.118,168
2023-04-07 18:22:35 +07,2023-04-07 18:22:35 +07,32,0.837,164.5,33,60,1007,2079,0,0.05,0,0,0,1,3.9,7.5,1.551,166,2.559,145
2023-04-07 18:32:35 +07,2023-04-07 18:32:35 +07,32,1.046,181.399994,32,62,1008,548,0,0.03,0,0,0,1,3.9,7.5,1.994,159,2.949,155
2023-04-07 18:42:35 +07,2023-04-07 18:42:35 +07,32,0.818,183.5,32,63,1008,94,0,0.02,0,0,0,1,3.9,7.5,1.688,189,2.619,159
2023-04-07 18:52:35 +07,2023-04-07 18:52:35 +07,32,0.711,165.5,32,63,1008,1,0,0.03,0,0,0,1,3.9,7.5,1.616,173,2.559,162
2023-04-07 19:02:35 +07,2023-04-07 19:02:35 +07,32,0.499,176.300003,32,62,1008,0,0,0.02,0,0,0,1,3.9,7.5,0.867,153,2.018,158
